"","baseMean","log2FoldChange","lfcSE","stat","pvalue"
"ABCG1",1306.16518984167,0.0741098236544163,0.125944325180402,0.588433210851394,0.556241551538942
"ABCG2",1821.68325811137,-0.204204314436137,0.148845744424345,-1.37191906443741,0.170088634826816
"ABCG4",83.2395317391169,0.553543332926307,0.171387259214625,3.22978111361893,0.00123885024308368
"ABCG5",6.46811769410853,0.0476813250260506,0.154031174453026,0.309556329719422,0.756898369814902
"ABCG8",2.12130231510119,0.213547629448511,0.259860211016991,0.821778865693861,0.411202764153153
"ABHD1",69.2991960893754,0.122500567786369,0.136937934681312,0.894569996775969,0.371016996442733
"ABHD10",1745.04744950931,0.0438226625165614,0.0839512790291375,0.522001129981017,0.601669543825305
"ABHD11",909.693289961733,0.245133585513734,0.0956748231857293,2.56215352536233,0.0104025323118865
"ABHD11-AS1",7.36428261746774,0.104877727401003,0.209658044182896,0.500232308327331,0.616911511538716
"ABHD12",4914.18624377864,0.197918710896316,0.0633925266778219,3.12211425018903,0.00179557242193966
"ABHD12B",47.842394989615,0.293003634390412,0.147825562367661,1.98209044293485,0.0474691190043325
"ABHD13",860.650427934821,-0.0378611517717618,0.0728824314576041,-0.519482555871997,0.603424274411275
"ABHD14A",821.971519364252,0.227071328466452,0.0989503361110491,2.29480098189476,0.0217445323589615
"ABHD14A-ACY1",3.36557845141207,-0.17610149099164,0.191070030388291,-0.921659407463159,0.356706260340601
"ABHD14B",1427.56870032356,0.0510295572433396,0.0919875104909526,0.554744410094222,0.579069495203683
"ABHD15",632.238564049194,0.0256081870220771,0.0931243914798222,0.27498904009081,0.783324658575156
"ABHD16A",2803.78314770996,0.138579177973549,0.0513092400703111,2.7008620237534,0.00691600231323349
"ABHD16B",176.250945534188,0.118828166251722,0.101092900056217,1.17543532914421,0.239820596137134
"ABHD2",9047.65645613789,-0.0557879266382267,0.104270702112435,-0.535029739974999,0.592629292496703
"ABHD3",920.317376131519,0.121540204374694,0.08909095283239,1.36422611399556,0.172496411728777
"ABHD4",4026.6084342488,-0.0681264343538627,0.0902126118057194,-0.755176388203668,0.450143154040965
"ABHD5",1646.81930142924,-0.0879169733064355,0.0678291725824148,-1.29615281978581,0.194922840432486
"ABHD6",1207.68949073529,-0.17232370149807,0.110332812488441,-1.56185361010464,0.118322479035885
"ABHD8",1400.84554761422,0.127710723623492,0.0879322583505969,1.45237624984329,0.14639701639806
"ABI1",2870.84435523337,-0.140235562194669,0.0714758973244189,-1.96199792439345,0.0497627259050861
"ABI2",6241.37410953827,-0.0925144918015025,0.0730994753639735,-1.26559720628443,0.205657326809371
"ABI3",1190.5854389149,0.0295908794825198,0.133258925786793,0.222055515664771,0.824270666686715
"ABI3BP",574.468028176306,-0.377288115371353,0.228367760902397,-1.65210760871191,0.0985126161583953
"ABL1",5388.94694306837,-0.0985961898082534,0.0959654489210156,-1.02741341719146,0.304225836272042
"ABL2",1354.10791184646,-0.0497475396456473,0.0928957261126606,-0.535520219577328,0.592290179735534
"ABLIM1",4492.1846021822,-0.147165347511927,0.117597320356448,-1.25143453155102,0.210775985318535
"ABLIM2",385.811274755908,0.434737569611565,0.127765096157232,3.40263172562059,0.000667401743631018
"ABLIM3",1067.35455824351,-0.285229634208818,0.154793109443839,-1.84265071768136,0.0653800237918937
"ABO",17.437871451562,-0.139368230349226,0.174059994764825,-0.800690764914296,0.423310690239499
"ABP1",6.15119980077099,-0.0301713142903843,0.234212187936752,-0.128820427989563,0.897499741012182
"ABR",8255.28734261503,0.106110485556897,0.0944632826878582,1.12329873086801,0.261310642653066
"ABRA",1.79469271010162,0.0224365189169275,0.239467897449125,0.0936932221643369,0.92535285452288
"ABT1",1134.98053845486,0.0702765780647819,0.0759302248236517,0.925541551180699,0.354684280525419
"ABTB1",943.360153873448,0.194047788691873,0.0878353539737802,2.20922191250915,0.0271592094761604
"ABTB2",517.644519103608,0.113768736825879,0.145413511270086,0.782380783134856,0.433990823949335
"ACAA1",3681.66720808282,0.11187605338509,0.0614162316674631,1.82160400186778,0.068515093286763
"ACAA2",2795.02782329739,0.077025248565126,0.109113142646047,0.705920906475851,0.480237325445536
"ACACA",3161.71175011536,-0.0303030867158651,0.0894334531592128,-0.338833911086027,0.734734853452593
"ACACB",733.329924810402,-0.00965695618194134,0.121831169783846,-0.079265069842757,0.936821789081562
"ACAD10",1046.70402999604,0.0245915161635743,0.0662765644330537,0.371043918373504,0.710604820666052
"ACAD11",84.9065512416118,-0.179372628985223,0.10210525274873,-1.75674242173064,0.0789617232397387
"ACAD8",1904.57796463132,-0.0196798007601982,0.0627616051301986,-0.313564331558643,0.753851953424518
"ACAD9",1738.04152659921,0.0739641748262652,0.0446446655888949,1.65673040329959,0.0975739932963091
"ACADL",94.1096013447151,-0.406055816127182,0.252829065696064,-1.606048794308,0.108263189377418
"ACADM",2537.38583498327,-0.135746100201705,0.0650169554275394,-2.08785691838481,0.0368107433801689
"ACADS",864.614069927888,0.167178559028698,0.0913166141029902,1.83075731257565,0.0671367744229577
"ACADSB",720.069903576013,0.0526531633240396,0.0832557621061291,0.632426657231493,0.527108119578161
"ACADVL",8668.55184319855,0.0680466566116001,0.0767911127935333,0.886126716180761,0.375549248065205
"ACAN",406.320385756649,-0.578351534142609,0.290385476490899,-1.99166825122101,0.0464074693990366
"ACAP1",208.568416655397,0.179826765487851,0.125624726296504,1.43145995847519,0.152298434952252
"ACAP2",1821.16759201566,-0.0740930822299079,0.0626558537273438,-1.18254046225808,0.236991320457703
"ACAP3",4734.67294387395,0.0681085690540577,0.147661832927033,0.461246943126552,0.64462144581258
"ACAT1",2909.57572060973,-0.0783273964231466,0.0665671583651275,-1.17666726876808,0.239328336901715
"ACAT2",1528.22237453441,0.0774015419292806,0.103945322575783,0.744637084298332,0.456491142998371
"ACBD3",2040.25257404773,-0.146105887272504,0.0647986260994793,-2.25476828857762,0.0241478767328443
"ACBD4",612.011554510694,0.0700600153073162,0.101158531333305,0.692576438031478,0.488575401100085
"ACBD5",2043.91893356032,-0.142214972689256,0.0762731917207019,-1.86454728694218,0.0622448875034199
"ACBD6",1608.82972570417,-0.0903277873626752,0.0658393227799535,-1.37194283824222,0.170081233230346
"ACBD7",591.194363802114,0.132360153197402,0.199068209189563,0.664898497536399,0.506115416790091
"ACCN1",76.8983285750922,0.0909346509541311,0.286608999032277,0.317277724220691,0.751032878358255
"ACCN2",2947.50816760926,0.285454148758727,0.160490473387179,1.77863609430622,0.0752994425364477
"ACCN3",334.973227400279,0.0759658366218481,0.162075209959911,0.468707315823549,0.63927885697479
"ACCN4",1811.51110722628,0.239334583578329,0.2764488070494,0.865746487144586,0.386629200854268
"ACCN5",1.75197048544343,-0.273411597668105,0.317287379753477,-0.861715955675697,0.388843843173789
"ACCS",312.163547963786,0.100957011478987,0.142531303459883,0.708314658101771,0.47874987640089
"ACCSL",1.24444258494961,0.1199913722291,0.282192999594231,0.425210307844762,0.670683370593709
"ACD",1152.40019867446,0.0404097231037782,0.0668517595411509,0.604467606853397,0.545532799382489
"ACE",1585.4349625266,-0.0437680873855662,0.15158916825096,-0.288728329936522,0.772789281407343
"ACE2",11.2529252091668,0.124989990493925,0.197558056736546,0.632674731461881,0.526946074189514
"ACER1",2.46132626968984,-0.194019648774354,0.231003845474086,-0.839897917613322,0.400965625305456
"ACER2",62.7638112758715,0.0188929535263994,0.121757810763072,0.155168308365556,0.876688631906533
"ACER3",1244.60625663891,0.0105818502775955,0.0713897454590117,0.148226474398498,0.882164039046488
"ACHE",827.451704283293,0.349522501113589,0.162724600681269,2.1479389081323,0.0317186089656236
"ACIN1",4642.16180632932,-0.0431532366976716,0.0885104465215456,-0.487549644065653,0.625868870942365
"ACLY",9147.72734718858,-0.0943923457787305,0.072505363936572,-1.30186707098395,0.192961830860798
"ACMSD",16.0622320054841,0.349815840670285,0.254024785149865,1.37709334332832,0.168483390502785
"ACN9",1094.62010206862,0.00622492300005209,0.155513438134843,0.0400281999723687,0.968070643977513
"ACO1",1968.61128648815,0.0281985998925285,0.0769971100756728,0.366229328150302,0.714193959412313
"ACO2",3661.33698701792,0.0184872272316305,0.0883681445869652,0.209206918602176,0.834286711665841
"ACOT1",304.439731346595,0.131684481149445,0.129229849812498,1.01899430619557,0.308205669655438
"ACOT11",202.253883427749,0.23944024515655,0.153404751961097,1.56083981816464,0.118561549874473
"ACOT12",16.3788209765352,0.323770774811347,0.233856488706178,1.38448488901302,0.166210031916386
"ACOT13",1513.85404843432,0.0727806636437408,0.0787935580638179,0.923687994706281,0.355648784428047
"ACOT2",677.786780289166,0.0394465171854041,0.10253346251357,0.384718473544025,0.700446006813595
"ACOT4",67.0343775068917,0.228823718947278,0.15297112924147,1.4958621282456,0.13468958715618
"ACOT6",16.5602774905553,0.275549589919828,0.16572260564481,1.66271577041462,0.0963693438841576
"ACOT7",1781.14181781699,0.268855704750018,0.115111758835587,2.33560591437076,0.0195117900603284
"ACOT8",1139.21585393864,0.203413496641704,0.073469952542496,2.76866242051874,0.00562869223713785
"ACOT9",1297.78912921262,-0.049175990514573,0.0800206879990223,-0.61454096114712,0.538857914200927
"ACOX1",3528.48700576584,0.0280932248551868,0.0612821361390887,0.458424373318599,0.646647584219207
"ACOX2",485.751647225599,-0.0674095544303478,0.154953346398311,-0.435031291657748,0.663539714360135
"ACOX3",833.451847374963,-0.0349875577743283,0.0588008927234027,-0.595017458984995,0.551831800705466
"ACOXL",8.52869843676258,0.201431325653993,0.16777830267217,1.20058030416233,0.229914044957167
"ACP1",3072.83414265716,0.0743125159442876,0.0627856387093617,1.18359098468815,0.236575010828424
"ACP2",2965.04057059826,0.107241170838744,0.0673551298184742,1.5921752526907,0.111345332114201
"ACP5",343.58248304567,0.138961333481074,0.213804288813436,0.649946426483198,0.515726827744525
"ACP6",576.845698288402,0.0333406042157189,0.127010277320129,0.262503199892116,0.792933518680278
"ACPL2",2580.49234061098,-0.0949363889092115,0.102824715233404,-0.923283752293534,0.355859352776602
"ACPP",80.766605233244,-0.147748705382038,0.226210477668403,-0.653147046524607,0.513661484607269
"ACPT",10.1011173033442,-0.00878609620452865,0.185052341013882,-0.047478978954768,0.962131483802366
"ACR",8.71559927756825,-0.0884481109003807,0.149760223279043,-0.59059815058888,0.554789704338203
"ACRBP",95.4881144448673,0.0129307816488998,0.123702421624924,0.104531354188902,0.916747687521685
"ACRC",96.4302366113117,-0.141480484890434,0.105289618635093,-1.34372682439633,0.179036739804442
"ACRV1",33.6316330150645,-0.565301849025343,0.241426973934447,-2.34150244197169,0.0192063003142435
"ACSBG1",1647.0148424745,-0.132788410394269,0.19661581806781,-0.675369925467911,0.499440767925585
"ACSBG2",25.6371299541781,-0.12805443114747,0.123686688526679,-1.03531295625114,0.300522781058029
"ACSF2",851.452382953688,0.0512212120065981,0.118953879378982,0.430597238812276,0.66676124924042
"ACSF3",783.910570722176,-0.0157618045912711,0.0569080731053361,-0.27696957094464,0.781803471311313
"ACSL1",2732.56828765007,0.0894225212749628,0.15408385122133,0.580349728840268,0.561678798618418
"ACSL3",4342.46657138044,0.0429771861487029,0.118710244538189,0.362034349401724,0.717326361929032
"ACSL4",1862.28962869011,0.0328535752642709,0.104550247691549,0.314237182500013,0.753340904356566
"ACSL5",507.698164237244,0.0598368465043559,0.110701266795839,0.540525399900888,0.588834749155705
"ACSL6",1223.3867183828,0.103013119875701,0.173835160912024,0.592590816122834,0.553455026784067
"ACSM1",4.04618354082531,0.102276227171196,0.203179703244787,0.503378169855753,0.614698416781953
"ACSM2A",0.968579379823006,-0.0752823150341584,0.288975813361586,-0.260514242207392,0.794467130796458
"ACSM2B",0.825789080042828,-0.228482366020281,0.318512777482097,-0.717341287927212,0.47316353716205
"ACSM3",22.5555084453913,0.147395785112062,0.14531447288575,1.01432281441057,0.310428741213884
"ACSM4",6.21392928332702,0.267752160396457,0.239844815805149,1.11635583824326,0.264269848911131
"ACSM5",302.061708342209,-0.137229053519747,0.185170095309597,-0.741097277561505,0.458634460194793
"ACSS1",2089.5401920137,0.247043740559673,0.122940007816631,2.00946579512298,0.0444877586407617
"ACSS2",1507.81635465449,0.132492461822505,0.0733631472354181,1.80598116105003,0.0709212822867754
"ACSS3",1360.88438747137,-0.219813433199921,0.193574153156951,-1.13555156830103,0.25614428809953
"ACTA1",50.5667479056609,0.0102091866607845,0.120592206923288,0.0846587596433891,0.932532683249583
"ACTA2",4468.78803351298,-0.0933595236680442,0.177215822162759,-0.52681257535967,0.598323749245307
"ACTB",282618.658509105,0.0397215419948225,0.0711679796036326,0.558137834122174,0.576750267127997
"ACTBL2",2.69567308997016,-0.170304599725627,0.222055732220022,-0.766945298024921,0.44311403974322
"ACTC1",125.319638908441,-0.0554862151878113,0.220970906565334,-0.251101903188354,0.801735324506506
"ACTG1",142325.530972424,0.0387390392403956,0.0704163945362373,0.550142328296289,0.58222175616863
"ACTG2",319.973357484434,-0.130942301226043,0.200171006498814,-0.65415218475618,0.51301376359429
"ACTL10",31.3343832936578,0.0752065149928804,0.130839803140338,0.574798441971164,0.565427620586511
"ACTL6A",2377.80074551588,-0.126609669870802,0.0907436730685448,-1.3952451514186,0.162941925640613
"ACTL6B",390.846786794977,0.965811737784145,0.292125253928384,3.30615626275474,0.00094585323041605
"ACTL7A",0.697907599555643,-0.0441674932460459,0.33972607456415,-0.130009135456295,0.896559198988524
"ACTL7B",1.43777938646802,0.19164035071763,0.229669346990512,0.834418494365064,0.404045199044282
"ACTL8",2.7524867214775,-0.244664087372629,0.263858012718099,-0.927256613707705,0.353793314925943
"ACTL9",1.0651592808553,0.198794915254445,0.246912870081439,0.805121722447584,0.420749441709161
"ACTN1",11713.5356849182,-0.100171011334816,0.139802913153374,-0.716515908541343,0.473672847976883
"ACTN2",1128.86872722037,0.063007870894585,0.156166480903278,0.403466035285824,0.68660541613661
"ACTN3",8.9379142998466,-0.447494543229626,0.161656940709711,-2.76817401878956,0.00563713472703716
"ACTN4",13345.251541337,-0.0506600303917384,0.0897807482697234,-0.564263846849919,0.572574581903154
"ACTR10",2735.05066138587,0.0289581780453915,0.0831174245344688,0.348400810150014,0.727539194182816
"ACTR1A",5081.52035388232,0.0479420929387528,0.0673781905558063,0.711537257727997,0.476751371460855
"ACTR1B",3582.33286764799,0.12024930062551,0.0592025859620204,2.03114946199567,0.042239835236606
"ACTR2",9656.52680668892,-0.0930720274021206,0.0567681528984335,-1.63951128670049,0.101106822016309
"ACTR3",7889.93861427133,-0.0351457066169908,0.0680471578834948,-0.516490441484192,0.605511913194688
"ACTR3B",781.128915728141,0.21636756189059,0.0912956228081422,2.36996643689354,0.0177897000844941
"ACTR3BP2",0.193916365012141,-0.142422797492675,0.673101748097303,-0.211591780730432,0.832425522178771
"ACTR3BP5",1.83459559394515,-0.00052980226002767,0.198468003244067,-0.00266945931519321,0.997870082156353
"ACTR3C",64.6329136412132,0.140197625654654,0.117877697866885,1.18934818198583,0.23430268261546
"ACTR5",502.124041669492,-0.00460570645394961,0.0652603731953928,-0.0705743198887308,0.943736549196644
"ACTR6",1308.75956347771,-0.0474498790672275,0.067864051831386,-0.699190186656123,0.48443318256455
"ACTR8",1212.3134283256,-0.0154509194391483,0.0508612955754892,-0.303785408222955,0.761291384253883
"ACTRT1",0.411490615109949,-0.145979523215082,0.390709952027004,-0.373626324227831,0.708682346176621
"ACTRT2",0.762723913920224,0.461892495907174,0.31925064770951,1.44680206358565,0.147952368660746
"ACVR1",1560.75040652237,-0.0647019064155642,0.0770843114801928,-0.839365432124144,0.40126427569275
"ACVR1B",1869.40693034234,0.0303641348921027,0.0695793773182498,0.4363956112056,0.662549722657192
"ACVR1C",99.1139526000033,-0.127231900487494,0.224568376489325,-0.566561964228931,0.571011822858188
"ACVR2A",546.866710561784,-0.0539122159622493,0.0847304369016859,-0.636279215989462,0.524594449183363
"ACVR2B",560.522740361687,-0.0893624115584243,0.141096857669327,-0.633340905208912,0.526511046490402
"ACVRL1",1119.26772491748,-0.16925153088491,0.126069949812477,-1.34252080798528,0.179427188230226
"ACY1",52.2107674966498,-0.0358927647689908,0.105015985129875,-0.34178382200197,0.732513585380734
"ACY3",143.699259937923,0.021711548932345,0.227710008424179,0.0953473634408754,0.924038923401664
"ACYP1",283.935126707972,0.0215084980245864,0.0991466212923888,0.216936268167491,0.828258012659287
"ACYP2",1667.67146364625,0.0164267514295756,0.132229895423294,0.124228725864075,0.901134178453797
"ADA",415.220995419012,0.145672297526781,0.129524944885254,1.12466596805605,0.260730608005761
"ADAD1",0.447849091415968,0.128459902402138,0.391753505295976,0.327910026752881,0.742979692282591
"ADAD2",56.1717780384333,0.878889555363819,0.207043558254536,4.24495001328815,2.18642156165684e-05
"ADAL",540.672181291298,0.0155989860831309,0.078071787847881,0.199803110869252,0.841634568264823
"ADAM1",204.81098415817,-0.00207617783141936,0.109747292460552,-0.018917804575139,0.984906676085417
"ADAM10",2455.64590456076,-0.10351483719609,0.0843041302562843,-1.2278738524602,0.219494326475835
"ADAM11",314.656087323897,0.400018713926085,0.168264722808738,2.37731776006773,0.0174390579034877
"ADAM12",931.612780244382,-0.243362740829559,0.196627925077292,-1.23768147751087,0.215834189783705
"ADAM15",3489.46134679987,0.0737523336895304,0.0816780898270646,0.902963497869316,0.366545268147625
"ADAM17",2210.0113598691,-0.137234734319517,0.0656653537845086,-2.08991083440857,0.0366258101541595
"ADAM18",0.511107088859391,-0.323249664367881,0.41628758172176,-0.776505662337861,0.437450478818084
"ADAM19",1372.81793285793,-0.0850225689112574,0.206287529407181,-0.412155640990956,0.680225348176341
"ADAM2",0.365006378240027,-0.142197707493,0.415296030568167,-0.342400834649102,0.732049260456788
"ADAM20",4.65954052766781,-0.0458973074701583,0.158618713263608,-0.289356195910388,0.772308812439292
"ADAM21",26.919789285957,0.0637221267949381,0.136663948925566,0.466268736531566,0.641023153852007
"ADAM21P1",3.702381264259,-0.0598106439543614,0.179368147530703,-0.333451868560573,0.738793215717899
"ADAM22",2074.84877342556,-0.052792306669819,0.109615026796323,-0.481615597904408,0.630079043638657
"ADAM23",1150.97309559552,0.0288255120281269,0.114185538643089,0.25244450716502,0.800697502079336
"ADAM28",673.264794761741,0.0171058871774818,0.160290734822929,0.106717878587171,0.915012798544971
"ADAM29",4.08927906419281,0.540808339973825,0.324581046420344,1.66617350562564,0.0956788613740453
"ADAM30",0.588612020249836,0.159549861683933,0.39562148257424,0.403289175920806,0.686735503567374
"ADAM32",43.9160715840112,-0.25578093782945,0.159235754601444,-1.60630342393674,0.10820725842945
"ADAM33",719.370244769445,0.185791527079653,0.222006366826876,0.836874769562513,0.402662963732535
"ADAM3A",0.333831731211168,0.221118055046197,0.386791176005298,0.571672956270255,0.567543559164386
"ADAM5P",0.48757554250146,-0.350606824887834,0.387314653498911,-0.905224787444868,0.36534631265103
"ADAM6",0.208382001479026,0.345372261371313,0.604464527442606,0.57136894836911,0.567749573186908
"ADAM7",0.920272090151212,0.0429157179229611,0.371762249909212,0.115438611460528,0.908097475995701
"ADAM8",538.519468964246,-0.110179649860331,0.206173393006988,-0.534402855059948,0.593062844110226
"ADAM9",8565.65209549101,-0.18390577558434,0.122137013502642,-1.50573335887537,0.132135636778669
"ADAMDEC1",216.46553675077,-0.0225237581633505,0.274907412054157,-0.0819321603410001,0.934700660150211
"ADAMTS1",1837.1733666212,-0.271716171151504,0.184375010628151,-1.47371474163331,0.140558412024609
"ADAMTS10",845.225804899735,-0.027374305338719,0.132487635413178,-0.206617811944104,0.836308348507328
"ADAMTS12",131.821455765428,-0.174279523273366,0.237378270970259,-0.734184820544088,0.462836103575306
"ADAMTS13",309.321063445183,0.128957854199362,0.146587017993353,0.879735845402144,0.379002426112358
"ADAMTS14",394.392163066739,-0.00863290424360136,0.228015766701375,-0.0378609969323201,0.969798510676508
"ADAMTS15",645.280932350191,-0.558615427472279,0.205337167945688,-2.72047887414145,0.00651874370602197
"ADAMTS16",46.018644996809,0.0382764161495686,0.224524221031591,0.170477893091913,0.864634318629105
