"","baseMean","log2FoldChange","lfcSE","stat","pvalue"
"ARL2",1852.75353407329,0.168853204625614,0.0938979018716329,1.79826387235416,0.0721352019794752
"ARL2-SNX15",0.484461029877864,0.0785757868408104,0.376237057041464,0.208846484869646,0.834568081708272
"ARL2BP",5529.48987921253,-0.0658866132360203,0.0735614368710809,-0.895667839543279,0.370430191710216
"ARL3",2306.48654142879,-0.0429894943150696,0.0967480942483451,-0.444344611116771,0.656793452451928
"ARL4A",2421.35668012963,0.193315884330712,0.131575119076165,1.46924346858319,0.141766763974586
"ARL4C",5823.75430006369,-0.137345263800238,0.13400934985033,-1.02489314330406,0.305413610269714
"ARL4D",538.668045804459,-0.0132896469964928,0.133044956679683,-0.099888393578786,0.920432930846635
"ARL5A",2221.89032347239,-0.00348141149707949,0.0689307231395645,-0.0505059476894018,0.959719209884773
"ARL5B",261.689398722015,-0.373132343868556,0.126181125662907,-2.95711693732532,0.00310530325988974
"ARL5C",2.78269885770742,-0.0152647739091501,0.23078566663686,-0.0661426427888571,0.947264261126002
"ARL6",187.872574666426,-0.149703743708881,0.0905882921961948,-1.6525727561422,0.0984178465251577
"ARL6IP1",17843.3805605527,0.015792065763973,0.0752749665621965,0.209791734027868,0.833830224796582
"ARL6IP4",4704.72672506495,0.132804490538914,0.0751300397627159,1.76766165648724,0.0771174837648685
"ARL6IP5",8875.37956793007,-0.0203461577654021,0.087333988842694,-0.232969523492733,0.81578507139936
"ARL6IP6",1328.66842358847,-0.157981778237636,0.0727334800575431,-2.17206406338111,0.0298508311124065
"ARL8A",4601.03901541481,0.030706161347703,0.0591969238090048,0.518712111574827,0.603961514434946
"ARL8B",5201.7067916284,0.00443377150165657,0.0571142159460547,0.0776299110162756,0.938122448620511
"ARL9",84.0040584940969,0.137273246709762,0.188981101231196,0.726386108533811,0.467602104763668
"ARMC1",2117.46765923052,-0.00174725481205342,0.0780631972744647,-0.0223825678816382,0.982142785684488
"ARMC10",1483.59067643244,0.147793053790964,0.0797495652544801,1.85321453877972,0.0638516146227016
"ARMC12",100.176824046857,-0.0774693661899361,0.162643420310084,-0.476314172699015,0.63385056986974
"ARMC2",154.569310338309,-0.207863047161131,0.10875727834167,-1.91125642651808,0.0559716357052839
"ARMC3",101.723606305587,-0.185455290891195,0.393487517419697,-0.471311751151148,0.637418125208207
"ARMC4",50.0371021377766,-0.734784166022295,0.295237515603606,-2.48878996464946,0.0128178665169813
"ARMC5",953.795035447581,-0.0495878605416952,0.0752365563103641,-0.65909264024707,0.509836281451671
"ARMC6",2187.12517776004,0.0474489032363319,0.0853680434494653,0.55581575164505,0.578336816292721
"ARMC7",712.486552626129,0.108662477169181,0.0551505917996743,1.9702866936384,0.0488055225743385
"ARMC8",1564.65215826518,-0.0675827959714077,0.048630034937796,-1.3897336503635,0.164609772485207
"ARMC9",477.967897330577,-0.0910071968056505,0.075904954745533,-1.19896253295647,0.230542514551666
"ARMCX1",1549.45810541882,-0.0631192218717114,0.067519821685901,-0.934825067597764,0.349878458676397
"ARMCX2",2227.82726828713,-0.0915605884105891,0.0930920091837422,-0.983549385316946,0.325337121983508
"ARMCX3",4220.31617690796,-0.102816010553887,0.064598192518352,-1.59162364372156,0.111469294247979
"ARMCX4",773.241608543755,-0.155433975476056,0.123218463942644,-1.26145035818988,0.207146634613459
"ARMCX5",410.797625281121,0.0119576461227899,0.0695361199274843,0.171963091056273,0.863466545762011
"ARMCX5-GPRASP2",51.8061139918573,0.120653846683773,0.0928116344101741,1.29998622964177,0.193605688827269
"ARMCX6",1051.66799591351,-0.0532310282571126,0.0771565548752078,-0.689909345268305,0.490251198566607
"ARMS2",3.5177239143547,-0.0809467220163164,0.223351679293536,-0.362418237786936,0.717039512756905
"ARNT",1736.06633474027,-0.069217963997186,0.0718250968086217,-0.963701645702165,0.335195529025213
"ARNT2",8909.27870835703,0.00928209715430318,0.102377669869094,0.090665251183894,0.927758582412398
"ARNTL",1477.93673843838,0.0298839759672672,0.115531102030995,0.25866606863362,0.795892902030572
"ARNTL2",685.323614502049,0.213305805635243,0.124971986978376,1.70682895257279,0.0878538493656215
"ARPC1A",4625.18779480047,0.152651556442728,0.0712678951449619,2.14194001565822,0.0321983092697074
"ARPC1B",5001.21941529294,0.0586644045273254,0.142769384096898,0.410903254212471,0.681143476146916
"ARPC2",10622.3817366183,0.0106564349616951,0.066730353992606,0.159693967199333,0.873122153391144
"ARPC3",4355.15270794884,0.029935229113106,0.0951767244837548,0.314522581812694,0.753124168234568
"ARPC4",7417.94343492713,0.117762149112917,0.0843055127404398,1.3968499245771,0.162458705621371
"ARPC4-TTLL3",0.0735798359667721,0.0930889293937283,1.45334917930228,0.0640513172742273,0.948929365385785
"ARPC5",9023.59159753277,-0.0523622846998469,0.10270456538343,-0.509834051722641,0.610167727382075
"ARPC5L",1659.4317984946,0.00404565745401414,0.0618607556418253,0.0653994186142594,0.947855986969184
"ARPM1",34.3891978985021,-0.307712262271401,0.23165421101865,-1.32832578746702,0.184070504236137
"ARPP19",9894.08687702038,-0.0179390414231299,0.0724559728409371,-0.247585405588461,0.8044552038747
"ARPP21",373.629107636902,0.160569696991882,0.201010640969735,0.798811924668494,0.424399475008598
"ARR3",13.6251362873308,0.0579406033561786,0.146455758392693,0.395618472035916,0.692386507917766
"ARRB1",1503.22442784984,0.35120266462792,0.143743947011345,2.44325185115587,0.0145555756931641
"ARRB2",4150.76201094249,0.0933016678700596,0.0876995616455268,1.0638783834197,0.287383796730403
"ARRDC1",827.840124448937,0.104995684304376,0.0619481773606152,1.69489545581253,0.0900952547213684
"ARRDC2",1204.00546872347,0.222301419035717,0.132062377879239,1.68330619670497,0.0923158314438378
"ARRDC3",4211.41170970315,-0.0124140094772511,0.105219007011788,-0.117982575865408,0.906081463892783
"ARRDC4",2958.30081738597,0.255885002113553,0.15767504796605,1.62286300473268,0.10461869356544
"ARRDC5",11.7524227841472,0.3345968078567,0.177937484520689,1.88041777008371,0.0600511635908309
"ARSA",1705.48510562422,0.0933917601890959,0.0906239310597351,1.03054192305492,0.302755682974805
"ARSB",1072.08344652302,0.043689443335395,0.0668580697633672,0.653465520168715,0.513456210988162
"ARSD",1780.56278148955,0.0383161186332229,0.114425295245482,0.334857065922543,0.737732910578185
"ARSE",260.125097878336,0.0597672565350679,0.135665789721321,0.440547736152491,0.659540446407006
"ARSF",285.165712333904,0.43626853407801,0.25673505260922,1.69929477741421,0.089263656121194
"ARSG",268.507256397515,0.107135844330152,0.112834620249376,0.949494437907186,0.342369199561405
"ARSH",0.541848487768216,0.441192720658882,0.365604411041233,1.20674889945221,0.227528860966404
"ARSI",993.363839246976,0.052063756717719,0.209028010843451,0.249075501927402,0.803302379017085
"ARSJ",715.151582020548,-0.100995025263415,0.216497000260129,-0.46649618767034,0.640860375774428
"ARSK",452.034773872772,0.0344929699657394,0.0826573870924339,0.417300512138942,0.676458613960668
"ART1",1.13216619261541,-0.222012271778741,0.261902061066734,-0.847691961164717,0.396609544465475
"ART3",174.061041293177,-0.0111487007237239,0.244657258083135,-0.0455686490197466,0.963654057661213
"ART4",1.28317369178874,0.0222940023343702,0.299455878322177,0.0744483710230749,0.940653621051138
"ART5",8.05529144779394,0.365665207387798,0.257924217339704,1.41772343504368,0.156271525308733
"ARTN",50.4216262494937,-0.116896612000305,0.162076789835959,-0.721242147741318,0.470760544152546
"ARV1",1080.33843778155,0.0333290182188169,0.0788328152540469,0.422781022235609,0.672455035110781
"ARVCF",1468.65449688784,-0.0147617792807969,0.133180716881561,-0.110840214908325,0.911743054925384
"ARX",299.822278207303,-0.0906528993572863,0.226816390438481,-0.399675257956607,0.689395717906309
"AS3MT",16.0130228799283,0.156612747920162,0.154806616190966,1.01166701897914,0.311697289940074
"ASAH1",10557.1302828899,0.0356792374638123,0.089962961555161,0.396599187566046,0.691663051758363
"ASAH2",3.60963099647202,-0.0198465129700127,0.168009013983487,-0.118127667673612,0.905966501294552
"ASAH2B",23.3687447079919,-0.103129234854064,0.107034263567434,-0.963516087435771,0.335288594805744
"ASAP1",3557.35035420702,-0.192707382867132,0.0891724883756276,-2.16106319760167,0.0306904579460065
"ASAP1-IT1",0.460331687328621,0.550593586247697,0.399766783263285,1.37728698155764,0.168423538559672
"ASAP2",1833.35296200259,-0.0325937201490813,0.0941682782166913,-0.346122078117215,0.729250971785149
"ASAP3",2794.8661656605,-0.0855721888430908,0.100904688991811,-0.848049676363754,0.396410305822021
"ASB1",1721.95955993971,-0.0200055944802769,0.0688194192177227,-0.290696938563017,0.771283113212266
"ASB10",1.37626437706966,0.258237227864268,0.244863591273064,1.05461668074732,0.291600671686375
"ASB11",4.67594805343849,-0.948069496069792,0.263509666887912,-3.5978547097214,0.000320852757060538
"ASB12",5.40009220367585,0.00377493484581623,0.286085216058848,0.0131951412862932,0.989472105995955
"ASB13",1060.32071614061,-0.158135384491653,0.0912217113504203,-1.73352793047469,0.0830018775697273
"ASB14",38.7265342219511,-0.047156821578318,0.0791723322232228,-0.595622488994785,0.55142744952395
"ASB15",0.500513305929758,0.018622199916176,0.392443303828129,0.0474519497071903,0.96215302574135
"ASB16",64.0093679618858,-0.0142136433332169,0.134904576425046,-0.105360720220741,0.916089583257145
"ASB17",0.177920797634378,-0.0548462327742505,0.726325109263672,-0.0755119602430544,0.939807381808981
"ASB18",1.28141440370908,0.105199748485565,0.262332669820277,0.401016573946496,0.688407921459306
"ASB2",50.3958072712259,-0.336294062806256,0.18885787990548,-1.78067265699777,0.0749659425302067
"ASB3",177.034412419596,0.0539662971199476,0.09106477588669,0.59261439557153,0.553439242808231
"ASB4",26.823662435819,-0.0503432441223348,0.214962011671415,-0.234196003893414,0.814832817197371
"ASB5",91.8790189180293,-0.25396957938031,0.250846869736242,-1.01244866897223,0.31132357804393
"ASB6",1825.56044054151,0.0215497798859137,0.0611495836850465,0.352410901060369,0.724530127857423
"ASB7",734.131827961892,-0.102928664340099,0.0470149466107176,-2.18927536369115,0.0285768318723197
"ASB8",1610.28940382642,0.0379583794851538,0.0508835197331866,0.745985727484907,0.455676036818468
"ASB9",56.8378497852723,-0.433833019982245,0.171121784243888,-2.5352296430239,0.0112373632428672
"ASB9P1",19.0982483870045,-0.333457516849523,0.157747059318789,-2.11387469465052,0.0345259710961398
"ASCC1",1469.18944641767,-0.0760171313570921,0.0792146323852855,-0.959634969804046,0.337238962689268
"ASCC2",2284.92353639652,0.0258440140424295,0.0733268407249044,0.352449577629927,0.724501126602873
"ASCC3",1872.65762599743,-0.196852700643764,0.0848407085250572,-2.32026233710229,0.0203266902152226
"ASCL1",2207.09666474244,-0.105211021938127,0.210607177505822,-0.499560476447765,0.617384593456733
"ASCL2",47.9890686569739,0.167954520937976,0.145094232438897,1.15755477054339,0.247045775887334
"ASCL3",0.515416712451999,-0.412880471489704,0.358574556156403,-1.15144943889888,0.249547384672465
"ASCL4",1.63885974228302,0.0435177875651602,0.243175849621871,0.17895604202814,0.857972217800107
"ASF1A",1308.9296423917,-0.101684873086502,0.084697861011685,-1.20056010709023,0.229921883570015
"ASF1B",1026.00101894279,0.203239345196213,0.146108106700929,1.39102031903149,0.164219265303112
"ASGR1",256.74349180929,-0.0546268008610708,0.14984544060046,-0.364554307706465,0.715444127892315
"ASGR2",38.6094565380595,0.303588111189891,0.199730422395917,1.51998933136036,0.128513657001064
"ASH1L",2890.52829035564,-0.157504106814736,0.0885946102282258,-1.77780687119673,0.0754355795918004
"ASH2L",2298.18830957941,-0.0184718986016672,0.044124937581231,-0.418627189390619,0.675488615499777
"ASIP",53.7566748137301,0.164649658832406,0.160585309499788,1.02530959615968,0.305217129315394
"ASL",1478.89206049445,0.305600177788872,0.102418994161625,2.98382326726047,0.00284671147216995
"ASMT",1.39228327511377,-0.218918176998349,0.253261990656676,-0.864394125745919,0.38737141873378
"ASMTL",641.32536020998,0.0623131283626434,0.079190113789643,0.786880146784094,0.431352030422289
"ASMTL-AS1",96.9792959946724,-0.0570155912088347,0.190951865846316,-0.298586195825511,0.765255799366472
"ASNA1",6567.83572710185,0.0512245505470182,0.0984521519695979,0.52029894240236,0.602855232912919
"ASNS",2790.23643632548,0.00753918997675428,0.103278359908241,0.072998738394496,0.941807121449223
"ASNSD1",2545.36358625171,-0.0954767706106185,0.0701352549044977,-1.36132349901099,0.173411480013065
"ASPA",172.817672817631,0.152268456549825,0.208209520751761,0.73132321711344,0.464581752513928
"ASPDH",111.253101449303,0.227434142113505,0.197824593557285,1.14967577096346,0.250277437207327
"ASPG",4.55848790444499,0.041807643196701,0.239085214059502,0.174865030282869,0.861185688644303
"ASPH",5298.7984353533,-0.198251099683822,0.0915693567030504,-2.16503759359945,0.0303848064267846
"ASPHD1",605.740510003153,0.423360819997698,0.160681397124817,2.63478428475969,0.0084190769406376
"ASPHD2",563.66280222665,0.278730442500526,0.13564925039375,2.05478793057429,0.0398994924745224
"ASPM",684.766781041531,-0.182212502956508,0.171122016439264,-1.06481040106946,0.286961737394091
"ASPN",190.034043750905,0.204905455603159,0.199435054568051,1.02742948598959,0.304218273100525
"ASPRV1",168.791613369129,-0.120292216568527,0.115126344994725,-1.04487132440484,0.296082444629369
"ASPSCR1",1228.04242769249,0.0591832825983826,0.0663371463570505,0.892159006657247,0.372307711061165
"ASRGL1",1619.35807552883,0.116149517543228,0.121774801031396,0.953805849481805,0.340181927926602
"ASS1",952.760740218765,0.264145352572476,0.217605983975475,1.21386989340443,0.224797411174122
"ASTE1",445.058462638972,-0.0650373667485285,0.0540113082862458,-1.20414351757316,0.228534112461221
"ASTL",2.76354921227724,0.0470667567131497,0.319579155740054,0.147277304754613,0.882913145307162
"ASTN1",5839.52799467835,0.0436058118496288,0.127995312035362,0.340682882491677,0.733342326393325
"ASTN2",2587.30361938009,0.118604078216194,0.138832598391795,0.854295601970113,0.392941223436145
"ASUN",1048.72558300261,-0.095901204539977,0.0616736309408811,-1.55497905793654,0.119951057013631
"ASXL1",3165.14023884936,-0.0685224234740017,0.0708486169294033,-0.967166706193862,0.333460703008647
"ASXL2",610.551932069151,-0.162847788375876,0.12093264024827,-1.34659913189323,0.178109373907677
"ASXL3",114.32089190264,-0.283356656007116,0.194502697640138,-1.45682635482708,0.145164318991767
"ASZ1",0.817353458978907,0.379678025454446,0.302605403046434,1.25469678211987,0.209588854349457
"ATAD1",1445.30454912627,-0.106156716710316,0.0844688438191671,-1.25675588667436,0.208842044260759
"ATAD2",1511.54895550228,-0.131688170124277,0.113572841162649,-1.15950405727443,0.246250783685351
"ATAD2B",445.790778246359,-0.141726784002198,0.0882865295086653,-1.60530473664487,0.108426757291739
"ATAD3A",1331.39102843488,0.0905454682975144,0.0899665139172769,1.00643522078414,0.314206258230426
"ATAD3B",658.046213051937,0.0761286840381633,0.111607283739819,0.682112147945788,0.495168039736093
"ATAD3C",204.092005788323,-0.171803028644078,0.173376219419648,-0.990926144422599,0.321721645030051
"ATAD5",232.668182681786,-0.107148319375079,0.117742952522914,-0.910018961468003,0.362812510045121
"ATAT1",2732.70118827205,0.123406458864917,0.118686292751049,1.03977010322303,0.298446722096004
"ATCAY",3263.08627211344,0.294392510625422,0.286452951194874,1.02771680095258,0.304083062385854
"ATE1",286.490269774711,-0.207686389802641,0.0994038782305645,-2.08931878211953,0.0366790367732543
"ATF1",602.737466204242,-0.0475499802289758,0.0764102977707376,-0.622298062123058,0.533745895211961
"ATF2",2468.00376004726,-0.0246440739269873,0.0455127675963106,-0.541476056687554,0.588179496544782
"ATF3",2045.92084182335,-0.168224861355216,0.156474621456429,-1.07509358252104,0.282332832367388
"ATF4",9963.03065755428,-0.092980553696138,0.0824367024479175,-1.12790238977453,0.259361144515313
"ATF5",2029.59527802765,-0.154155080705851,0.109532910674608,-1.40738596058862,0.159312971980725
"ATF6",2677.90704039271,-0.126036973444156,0.0518539603067887,-2.43061422306939,0.0150732540912871
"ATF6B",3826.35319292421,0.0610808070376913,0.0559592067158208,1.09152381926856,0.275042456746967
"ATF7",1857.89536801482,-0.072050608410418,0.0640426301129173,-1.12504137140185,0.260571503413883
"ATF7IP",1543.74275129848,-0.218862824119522,0.104103551084374,-2.10235694978492,0.035522019327445
"ATF7IP2",83.5686181395556,-0.0288174778977124,0.15057440339207,-0.191383643225711,0.848225034027213
"ATG10",302.837096258022,0.0142490453089213,0.0770368576418091,0.184963999637339,0.853257272440956
"ATG12",2524.52325263984,0.039172496442284,0.0671920219496749,0.582993267736803,0.559897832287833
"ATG13",4194.58545870343,0.0840685066772399,0.0554261887766178,1.51676506237978,0.129326010905163
"ATG14",1089.16065541756,-0.0916060241760997,0.0814009508371429,-1.12536798690932,0.260433130886146
"ATG16L1",1228.00793380424,0.017807781915067,0.0536344154330483,0.332021553162939,0.739872984243385
"ATG16L2",582.647322142022,0.0645979066643658,0.130617845890516,0.494556515030204,0.620913203965828
"ATG2A",1760.52160215036,0.0274165164154314,0.0785782101304041,0.348907367194194,0.727158854124526
"ATG2B",1149.74069851716,-0.047593286444182,0.0840059606073234,-0.566546541460928,0.571022303832528
"ATG3",2518.92573218639,-0.0246422552499949,0.0626901345302378,-0.393080273868435,0.694260193054674
"ATG4A",602.786562144623,0.00472477291637481,0.0758108138973725,0.0623232052721514,0.950305449259962
"ATG4B",3129.90708938756,0.0324193821081439,0.0501197942466505,0.646837893000936,0.517736865053257
"ATG4C",1015.54814911537,-0.117931797671995,0.0680591893425242,-1.73278287342617,0.0831342680395458
"ATG4D",766.012808902867,0.080371217042384,0.0880754793411705,0.912526592458917,0.361491577388643
"ATG5",1598.35003012235,-0.0691616788364425,0.0822481511268049,-0.840890377338859,0.40040934967665
"ATG7",1355.57001712856,0.00171395317098909,0.0696001427772181,0.0246257134338827,0.980353509162112
"ATG9A",4175.89535264217,0.0209314078781179,0.065544051597337,0.319348703170012,0.749462104731939
"ATG9B",143.921873859968,0.290006697768709,0.217952729648154,1.33059447448478,0.18332248160812
"ATHL1",830.818315595875,0.102813292114624,0.15403556200586,0.667464647616325,0.504475383888964
"ATIC",2841.6231657246,-0.07337881752202,0.0605922337582423,-1.21102677638186,0.225885142654384
"ATL1",1053.82306799131,0.175477228463635,0.105547768535802,1.66253849700396,0.0964048511515391
"ATL2",1191.0106578089,-0.0578672590961078,0.0713186720418772,-0.811390025071261,0.417141725637298
"ATL3",645.352929263934,-0.0741540340265435,0.093963525035478,-0.789178928723087,0.430007435656033
"ATM",1836.09341037388,-0.12244120363241,0.0695310592033608,-1.76095697426815,0.0782456855735588
"ATMIN",2877.43986130154,-0.0921889388579483,0.0558846284146159,-1.6496296293497,0.0990187110699245
"ATN1",13005.9114311947,-0.0452524372078654,0.0923320374462846,-0.490105476489584,0.624059262990033
"ATOH1",1.10158920590197,0.012643081040377,0.3539941849876,0.0357155048770642,0.971509207335688
"ATOH7",14.9212658523082,0.188071975978686,0.185731012726433,1.01260405151454,0.311249323874982
"ATOH8",728.929561900197,-0.118692965542086,0.157174011134499,-0.755169157326632,0.45014749209567
"ATOX1",2219.99334256844,0.162423453922176,0.0965580434382868,1.68213282020349,0.0925430874245873
"ATP10A",528.954953299216,0.0794320059065422,0.138813360464705,0.572221619306875,0.567171842739332
"ATP10B",437.75981027044,0.113729160733038,0.258400399816078,0.440127650011329,0.659844656874063
"ATP10D",1143.26600835259,-0.160600306574864,0.0879460010045506,-1.82612403907432,0.0678315799628821
"ATP11A",2418.22453945384,0.0395153473664475,0.110587303957699,0.357322639690743,0.720850283212011
"ATP11B",1048.5379666225,-0.146314073664224,0.0711296581960151,-2.05700515614766,0.0396857298942054
"ATP11C",572.556617345346,-0.170363753655331,0.104367302329075,-1.6323479658233,0.102606204046497
"ATP12A",8.38951685977297,-0.0437913543123222,0.203528039989216,-0.215161283500015,0.829641575264137
"ATP13A1",3795.57677333628,0.0340249953099159,0.0816944459676274,0.416490924283871,0.677050807142393
"ATP13A2",3791.05723411575,0.217524430725632,0.0745384899541428,2.91828330382674,0.00351964413143214
"ATP13A3",2640.27512696628,-0.175551281571075,0.0999282099339957,-1.75677400492843,0.0789563376102466
"ATP13A4",1179.29802822709,-0.111650170050904,0.184159157282493,-0.606269987865098,0.544335484506511
"ATP13A5",175.079418396556,-0.260871349409331,0.237699641403316,-1.0974831424617,0.272430245922755
"ATP1A1",20431.3947990236,-0.0772653519804308,0.0878930217689288,-0.879084032217731,0.379355714864397
"ATP1A1OS",143.402657513074,0.165100643843083,0.107700472077668,1.532961190031,0.125285417618889
"ATP1A2",23484.7136648642,0.232545244785573,0.212683457777151,1.0933866094524,0.274224090296978
"ATP1A3",4831.55554571858,0.664193514705768,0.252014590540613,2.63553595560067,0.0084004525345756
"ATP1A4",45.6755289268365,-0.0503980425556815,0.170000391517748,-0.296458391099763,0.766880038565451
"ATP1B1",5291.60394943317,0.272526071370713,0.143783926765092,1.89538620555242,0.0580412548689438
"ATP1B2",27042.5018830378,0.161849780479633,0.149526136985592,1.08241798887126,0.27906683856153
"ATP1B3",4103.24529790509,0.0350787004006673,0.0753525884358302,0.46552747727492,0.641553764518681
"ATP1B4",7.12444053339568,0.17424187969411,0.219944248367353,0.792209302982495,0.428238645046903
"ATP2A1",72.839747263761,-0.111273068233143,0.154151937684434,-0.721840217545181,0.470392719889847
"ATP2A2",13905.130482577,-0.0234695357887112,0.0692879767869381,-0.338724507151948,0.734817276889132
"ATP2A3",253.35715130364,0.311858232097292,0.160040293505346,1.94862322023219,0.0513404370378209
"ATP2B1",3393.0923612819,-0.0153792143221219,0.100961414846348,-0.152327642649692,0.878928523638579
"ATP2B2",1631.97512872041,0.382740008575068,0.178537432796096,2.14375216771593,0.0320527497820946
"ATP2B3",134.479663137919,0.772527481627248,0.266675895056895,2.89687780540656,0.00376896525310982
"ATP2B4",8995.39115112898,-0.106426947108844,0.130277740130178,-0.816923497463942,0.41397214864254
"ATP2C1",4778.54735543674,-0.028096093375786,0.0514484357430427,-0.546101994550638,0.584995828838906
"ATP2C2",62.6026626864282,-0.176983168601426,0.189225343150426,-0.935303726524261,0.349631795382667
"ATP4A",5.03104891646174,0.166771008476199,0.155399840433149,1.07317361466624,0.283193226776833
"ATP4B",3.40486966233758,-0.744590647251682,0.240426539873112,-3.0969569650865,0.00195518255793124
"ATP5A1",18833.4691911784,0.113457305216697,0.075597486534821,1.50080790271298,0.133405254080941
"ATP5B",26102.3636714575,0.0197542937811386,0.0733952073145903,0.269149642107649,0.78781453049194
"ATP5C1",3856.57234516949,-0.110405706154037,0.0966132204805326,-1.1427598169785,0.253138326653182
"ATP5D",3656.18181447691,0.0817462375336094,0.0912331002700917,0.896015122708788,0.370244686465916
"ATP5E",635.071153426959,0.133988352921928,0.103913099139659,1.28942697341601,0.197249689046966
"ATP5EP2",7662.83370528266,0.142302987467318,0.101272541052942,1.40514877959787,0.159977041445176
"ATP5F1",6839.09287856345,0.0239064106060434,0.089963701341542,0.26573395991439,0.790444107170151
"ATP5G1",2614.26961139615,0.191933661170004,0.106024337521867,1.81027927791031,0.0702524888721657
"ATP5G2",8592.87446425596,0.108497483409984,0.0870623398886646,1.24620454204115,0.212689311989617
"ATP5G3",7944.43205408731,-0.00403549943080287,0.111878945445939,-0.0360702312192678,0.971226358920629
"ATP5H",4160.24403561158,0.124313951896605,0.0866294866563281,1.43500737098647,0.151284997167089
"ATP5I",3903.96811083165,0.14443536291132,0.0985956357789675,1.46492653321001,0.142940962828237
"ATP5J",3503.19722454881,0.167259919357404,0.0957640143588194,1.7465842516866,0.0807094809005577
"ATP5J2",4425.28935157435,0.2928953914708,0.125552266439178,2.33285626598138,0.0196556904010545
"ATP5J2-PTCD1",0.181264066856364,-0.0667669925561883,0.570647532336877,-0.117002157676506,0.906858343648423
"ATP5L",5086.75316985389,0.152541922926807,0.103882926357696,1.4684022512185,0.141994990454978
"ATP5L2",267.080280579198,0.200764650587323,0.118581082608449,1.69305800023973,0.0904444276809169
"ATP5O",7918.34718420938,0.207590811672903,0.103714649847858,2.00155727254948,0.0453323682591182
"ATP5S",518.037847136738,-0.0722348667605586,0.091441995157312,-0.789952872706786,0.429555291535088
"ATP5SL",2067.1844452602,0.0367680303233761,0.0764630919743924,0.480859841970421,0.630616115681195
"ATP6AP1",10216.7362401831,0.0543943164758635,0.0570598481703835,0.953285334959873,0.340445519763857
"ATP6AP1L",106.161434893834,-0.0251875616354066,0.106452064257948,-0.236609424260421,0.812959808288407
"ATP6AP2",9616.02981964484,0.0354156826615396,0.0659567344318199,0.536953246194279,0.591299909697637
"ATP6V0A1",5350.81139775607,0.155216904662598,0.0762376210273918,2.03596206926275,0.041754164248828
"ATP6V0A2",1334.84179386462,-0.120657798179524,0.0641838746699209,-1.87987713113352,0.0601248253020005
"ATP6V0A4",33.6456192263197,-0.31409606668792,0.362285529088922,-0.866984854398712,0.385950308245568
"ATP6V0B",8706.67972233761,0.191191625501199,0.119260445632602,1.60314364487778,0.108902944059803
"ATP6V0C",10314.5578211491,0.219353025046052,0.0717001969500004,3.05930854275081,0.00221848537831089
"ATP6V0CP3",2.46938510892704,0.561915448898888,0.181188634903233,3.10127315214328,0.00192690450698222
"ATP6V0D1",5659.64950198632,0.113808168157707,0.0637959402105357,1.78394060471754,0.0744333169980541
"ATP6V0D2",24.7090536819415,0.107396446587615,0.254420366916687,0.422122048989824,0.672935934903856
"ATP6V0E1",7666.15486148894,0.104324465378695,0.106174147225619,0.982578792528535,0.325814786267734
"ATP6V0E2",13525.3402007235,0.156884900044575,0.110329791034671,1.42196317579604,0.155036941364117
"ATP6V1A",3979.32375958659,0.102444584369351,0.0672277936204054,1.52384272712851,0.127548003265751
"ATP6V1B1",148.269665511705,0.0108739646549758,0.183879792296838,0.0591362678799527,0.952843571585573
"ATP6V1B2",7947.21709217423,0.135290992027996,0.070305198111289,1.92433839406637,0.0543121810154824
"ATP6V1C1",2947.346054213,-0.0173243069472824,0.0614660034783628,-0.281851852518456,0.778057109426544
"ATP6V1C2",59.939624083074,0.142660039705278,0.0878302992549684,1.62426908385159,0.104318392424247
"ATP6V1D",3063.08646097126,0.0189366920555899,0.0704550507153199,0.268776927464084,0.788101349422851
"ATP6V1E1",3934.18850322197,0.145141272848867,0.0850255370235361,1.70703153346376,0.0878161914757088
"ATP6V1E2",159.803565942275,-0.174520152025861,0.109373630159869,-1.59563280263048,0.110570799400574
"ATP6V1F",8345.20732511273,0.332135748078886,0.106589430532854,3.11602891973902,0.00183304294787256
"ATP6V1G1",4648.34185860373,0.0492746334956116,0.0868968167806069,0.567047624080614,0.570681825948923
"ATP6V1G2",1404.96726235144,0.312349450960183,0.170512925841067,1.83182271619291,0.066977837694313
"ATP6V1G2-DDX39B",0.802370594588439,-0.854995941738535,0.293150596726345,-2.9165758190036,0.00353896698735545
"ATP6V1G3",0.152360006584653,0.0876640995273811,0.836665189178073,0.104777993229886,0.916551972772135
"ATP6V1H",2590.5144128822,0.0656186442697664,0.0621987316228775,1.05498363966044,0.291432807229837
"ATP7A",528.273410873586,-0.0828562237621019,0.0850109378376461,-0.974653684215797,0.329732074561053
"ATP7B",203.184782753135,0.0793036707466397,0.107458955816809,0.737990334484851,0.460520322653152
"ATP8A1",1173.94715902903,0.195287238820677,0.177378531282972,1.10096321921358,0.27091266540731
"ATP8A2",62.1807452043806,0.851888779492005,0.260737809522698,3.2672238102002,0.00108607781794834
"ATP8B1",188.911101246858,0.048213883736722,0.13291012628908,0.362755533253024,0.716787511690653
"ATP8B2",1473.2961552309,-0.191069758941606,0.0951433865295379,-2.00822953555776,0.0446189057926429
"ATP8B3",76.1715335612459,0.0694765065295603,0.121929516742183,0.56980875825553,0.568807414612284
"ATP8B4",331.813643110721,-0.0240456665486862,0.152829684953404,-0.157336361427542,0.874979764836894
"ATP8B5P",46.4321147867625,-0.170388890266971,0.0942630009545213,-1.80759034341775,0.0706702822721785
